0.5,35
1.5,38
2.5,42
3.5,45
4.5,49
5.5,52
6.5,55
7.5,58
8.5,61
9.5,63
10.5,65
11.5,67
12.5,68
13.5,69
14.5,69
15.5,69
16.5,69
17.5,69
18.5,68
19.5,66
20.5,65
21.5,63
22.5,60
23.5,58
24.5,55
25.5,52
26.5,49
27.5,45
28.5,42
29.5,38
30.5,34
31.5,31
32.5,27
33.5,23
34.5,20
35.5,17
36.5,14
37.5,11
38.5,8
39.5,6
40.5,4
41.5,2
42.5,1
43.5,0
44.5,0
45.5,0
46.5,0
47.5,0
48.5,1
49.5,3
50.5,4
51.5,6
52.5,9
53.5,11
54.5,14
55.5,17
56.5,21
57.5,24
58.5,28
59.5,31
60.5,35
61.5,39
62.5,42
63.5,46
64.5,49
65.5,52
66.5,55
67.5,58
68.5,61
69.5,63
70.5,65
71.5,67
72.5,68
73.5,69
74.5,69
75.5,69
76.5,69
77.5,69
78.5,68
79.5,66
80.5,65
81.5,63
82.5,60
83.5,58
84.5,55
85.5,52
86.5,48
87.5,45
88.5,41
89.5,38
90.5,34
91.5,30
92.5,27
93.5,23
94.5,20
95.5,16
96.5,13
97.5,11
98.5,8
99.5,6
100.5,4
101.5,2
102.5,1
103.5,0
104.5,0
105.5,0
106.5,0
107.5,0
108.5,1
109.5,3
110.5,5
111.5,7
112.5,9
113.5,12
114.5,14
115.5,18
116.5,21
117.5,24
118.5,28
119.5,32
120.5,35
121.5,39
122.5,43
123.5,46
124.5,49
125.5,53
126.5,56
127.5,58
128.5,61
129.5,63
130.5,65
131.5,67
132.5,68
133.5,69
134.5,69
135.5,69
136.5,69
137.5,69
138.5,68
139.5,66
140.5,64
141.5,62
142.5,60
143.5,57
144.5,54
145.5,51
146.5,48
147.5,44
148.5,41
149.5,37
150.5,34
151.5,30
152.5,26
153.5,23
154.5,19
155.5,16
156.5,13
157.5,10
158.5,8
159.5,6
160.5,4
161.5,2
162.5,1
163.5,0
164.5,0
165.5,0
166.5,0
167.5,0
168.5,2
169.5,3
170.5,5
171.5,7
172.5,9
173.5,12
174.5,15
175.5,18
176.5,21
177.5,25
178.5,28
179.5,32
180.5,36
181.5,39
182.5,43
183.5,46
184.5,50
185.5,53
186.5,56
187.5,59
188.5,61
189.5,63
190.5,65
191.5,67
192.5,68
193.5,69
194.5,69
195.5,69
196.5,69
197.5,68
198.5,67
199.5,66
200.5,64
201.5,62
202.5,60
203.5,57
204.5,54
205.5,51
206.5,48
207.5,44
208.5,41
209.5,37
210.5,33
211.5,30
212.5,26
213.5,22
214.5,19
215.5,16
216.5,13
217.5,10
218.5,8
219.5,5
220.5,4
221.5,2
222.5,1
223.5,0
224.5,0
225.5,0
226.5,0
227.5,1
228.5,2
229.5,3
230.5,5
231.5,7
232.5,9
233.5,12
234.5,15
235.5,18
236.5,22
237.5,25
238.5,29
239.5,32
240.5,36
241.5,40
242.5,43
243.5,47
244.5,50
245.5,53
246.5,56
247.5,59
248.5,62
249.5,64
250.5,66
251.5,67
252.5,68
253.5,69
254.5,69
255.5,69
256.5,69
257.5,68
258.5,67
259.5,66
260.5,64
261.5,62
262.5,59
263.5,57
264.5,54
265.5,51
266.5,47
267.5,44
268.5,40
269.5,37
270.5,33
271.5,29
272.5,26
273.5,22
274.5,19
275.5,16
276.5,13
277.5,10
278.5,7
279.5,5
280.5,3
281.5,2
282.5,1
283.5,0
284.5,0
285.5,0
286.5,0
287.5,1
288.5,2
289.5,3
290.5,5
291.5,7
292.5,10
293.5,12
294.5,15
295.5,19
296.5,22
297.5,25
298.5,29
299.5,33
300.5,36
301.5,40
302.5,44
303.5,47
304.5,50
305.5,54
306.5,57
307.5,59
308.5,62
309.5,64
310.5,66
311.5,67
312.5,68
313.5,69
314.5,69
315.5,69
316.5,69
317.5,68
318.5,67
319.5,66
320.5,64
321.5,62
322.5,59
323.5,56
324.5,53
325.5,50
326.5,47
327.5,43
328.5,40
329.5,36
330.5,32
331.5,29
332.5,25
333.5,22
334.5,18
335.5,15
336.5,12
337.5,10
338.5,7
339.5,5
340.5,3
341.5,2
342.5,1
343.5,0
344.5,0
345.5,0
346.5,0
347.5,1
348.5,2
349.5,3
350.5,5
351.5,7
352.5,10
353.5,13
354.5,16
355.5,19
356.5,22
357.5,26
358.5,29
359.5,33
360.5,37
361.5,40
362.5,44
363.5,47
364.5,51
365.5,54
366.5,57
367.5,60
368.5,62
369.5,64
370.5,66
371.5,67
372.5,68
373.5,69
374.5,69
375.5,69
376.5,69
377.5,68
378.5,67
379.5,65
380.5,64
381.5,61
382.5,59
383.5,56
384.5,53
385.5,50
386.5,47
387.5,43
388.5,39
389.5,36
390.5,32
391.5,28
392.5,25
393.5,21
394.5,18
395.5,15
396.5,12
397.5,9
398.5,7
399.5,5
400.5,3
401.5,2
402.5,1
403.5,0
404.5,0
405.5,0
406.5,0
407.5,1
408.5,2
409.5,4
410.5,6
411.5,8
412.5,10
413.5,13
414.5,16
415.5,19
416.5,23
417.5,26
418.5,30
419.5,33
420.5,37
421.5,41
422.5,44
423.5,48
424.5,51
425.5,54
426.5,57
427.5,60
428.5,62
429.5,64
430.5,66
431.5,67
432.5,69
433.5,69
434.5,69
435.5,69
436.5,69
437.5,68
438.5,67
439.5,65
440.5,63
441.5,61
442.5,59
443.5,56
444.5,53
445.5,50
446.5,46
447.5,43
448.5,39
449.5,35
450.5,32
451.5,28
452.5,25
453.5,21
454.5,18
455.5,15
456.5,12
457.5,9
458.5,7
459.5,5
460.5,3
461.5,1
462.5,0
463.5,0
464.5,0
465.5,0
466.5,0
467.5,1
468.5,2
469.5,4
470.5,6
471.5,8
472.5,11
473.5,13
474.5,16
475.5,20
476.5,23
477.5,26
478.5,30
479.5,34
480.5,37
481.5,41
482.5,45
483.5,48
484.5,51
485.5,55
486.5,57
487.5,60
488.5,62
489.5,64
490.5,66
491.5,68
492.5,69
493.5,69
494.5,69
495.5,69
496.5,69
497.5,68
498.5,67
499.5,65
500.5,63
501.5,61
502.5,58
503.5,56
504.5,53
505.5,49
506.5,46
507.5,42
508.5,39
509.5,35
510.5,31
511.5,28
512.5,24
513.5,21
514.5,17
515.5,14
516.5,11
517.5,9
518.5,6
519.5,4
520.5,3
521.5,1
522.5,0
523.5,0
524.5,0
525.5,0
526.5,0
527.5,1
528.5,2
529.5,4
530.5,6
531.5,8
532.5,11
533.5,14
534.5,17
535.5,20
536.5,23
537.5,27
538.5,30
539.5,34
540.5,38
541.5,41
542.5,45
543.5,48
544.5,52
545.5,55
546.5,58
547.5,60
548.5,63
549.5,65
550.5,66
551.5,68
552.5,69
553.5,69
554.5,69
555.5,69
556.5,69
557.5,68
558.5,67
559.5,65
560.5,63
561.5,61
562.5,58
563.5,55
564.5,52
565.5,49
566.5,46
567.5,42
568.5,38
569.5,35
570.5,31
571.5,27
572.5,24
573.5,20
574.5,17
575.5,14
576.5,11
577.5,9
578.5,6
579.5,4
580.5,3
581.5,1
582.5,0
583.5,0
584.5,0
585.5,0
586.5,0
587.5,1
588.5,2
589.5,4
590.5,6
591.5,8
592.5,11
593.5,14
594.5,17
595.5,20
596.5,24
597.5,27
598.5,31
